# Bola branco e 7 actions - variando iluminacao, campo e voltando para o gol, 8 fields and 1 milhao memoria

1 25 -254.72 -375.1 -209.0 10000
2 25 -252.576 -320.7 -178.2 20000
3 25 -261.308 -355.8 -183.1 30000
4 25 -241.604 -286.5 -176.2 40000
5 25 -246.676 -345.5 -165.3 50000
6 25 -260.232 -359.4 -195.3 60000
7 25 -254.76 -345.7 -188.0 70000
8 25 -248.948 -328.8 -195.5 80000
9 25 -248.508 -322.5 -197.8 90000
10 25 -237.964 -307.2 -185.4 100000
11 25 -246.724 -332.2 -153.4 110000
12 25 -246.824 -297.2 -168.7 120000
13 25 -246.488 -316.4 -170.0 130000
14 25 -231.632 -270.8 -171.1 140000
15 25 -246.636 -322.6 -172.5 150000
16 25 -246.788 -322.4 -170.2 160000
17 25 -234.704 -336.7 -162.3 170000
18 25 -242.092 -323.4 -191.1 180000
19 25 -236.348 -302.9 -151.9 190000
20 25 -219.34 -276.4 -151.0 200000
21 25 -234.412 -344.1 -156.2 210000
22 25 -216.04 -296.6 5.5 220000
23 26 -211.946153846 -291.0 -5.0 230000
24 26 -202.330769231 -319.5 -8.4 240000
25 25 -211.716 -262.9 -176.9 250000
26 25 -217.136 -306.4 -99.2 260000
27 26 -203.069230769 -333.3 -5.9 270000
28 25 -218.344 -304.7 -164.5 280000
29 25 -201.548 -272.2 -133.1 290000
30 25 -211.752 -271.7 -127.8 300000
31 25 -206.3 -305.2 -119.6 310000
32 25 -205.52 -287.8 -112.9 320000
33 26 -181.934615385 -245.0 -0.6 330000
34 25 -180.508 -252.5 -114.8 340000
35 25 -181.888 -264.2 -96.3 350000
36 25 -186.596 -271.9 -131.6 360000
37 25 -192.72 -322.0 -119.6 370000
38 25 -179.1 -254.5 -108.7 380000
39 25 -160.644 -219.1 -104.4 390000
40 25 -177.032 -247.5 -116.6 400000
41 25 -166.936 -239.2 -97.2 410000
42 25 -189.176 -286.2 -115.7 420000
43 25 -152.628 -228.0 -108.0 430000
44 25 -179.84 -250.1 -114.9 440000
45 25 -177.988 -245.0 -115.0 450000
46 25 -157.116 -224.7 -114.6 460000
47 25 -151.14 -227.5 -90.4 470000
48 25 -162.476 -249.9 -96.0 480000
49 25 -141.604 -217.8 -87.6 490000
50 25 -150.176 -189.7 -82.3 500000
51 27 -139.874074074 -214.9 1.8 510000
52 25 -158.68 -282.0 -115.1 520000
53 25 -143.02 -207.2 -100.8 530000
54 25 -142.784 -264.7 -90.6 540000
55 25 -147.092 -207.8 -81.7 550000
56 25 -151.036 -243.3 -94.8 560000
57 25 -144.396 -188.9 -108.6 570000
58 25 -136.436 -227.7 -98.3 580000
59 25 -141.016 -209.6 -93.1 590000
60 25 -142.04 -256.9 -86.1 600000
