1 25 -165.912 -293.4 -81.3 10000
2 25 -177.284 -366.6 -83.9 20000
3 25 -169.588 -363.9 -79.5 30000
4 25 -194.476 -321.0 -30.8 40000
5 25 -175.96 -345.7 -83.2 50000
6 25 -148.064 -254.0 -95.1 60000
7 26 -139.446153846 -281.6 -21.8 70000
8 25 -140.476 -249.3 -72.3 80000
9 25 -131.54 -203.8 -68.2 90000
10 26 -137.142307692 -277.4 -18.0 100000
11 26 -128.642307692 -261.1 -7.0 110000
12 26 -119.338461538 -237.4 -17.9 120000
13 28 -85.5214285714 -172.9 -1.8 130000
14 27 -113.07037037 -224.1 -18.7 140000
15 27 -122.02962963 -258.7 -9.5 150000
16 27 -110.22962963 -259.2 -11.4 160000
17 27 -118.748148148 -243.8 -16.9 170000
18 29 -89.5310344828 -221.7 13.9 180000
19 28 -97.6214285714 -223.1 4.3 190000
20 28 -97.8214285714 -204.4 -11.3 200000
21 29 -87.4137931034 -202.1 -0.1 210000
22 28 -101.832142857 -206.8 5.4 220000
23 29 -93.275862069 -202.8 5.1 230000
24 30 -98.88 -217.3 0.6 240000
25 31 -94.8 -227.1 7.5 250000
26 31 -99.6 -223.9 8.9 260000
27 31 -73.1612903226 -198.2 5.5 270000
28 27 -105.896296296 -243.2 -29.9 280000
29 33 -72.2606060606 -177.0 6.8 290000
30 32 -82.690625 -216.7 7.3 300000
31 32 -94.778125 -218.7 9.1 310000
32 30 -92.6833333333 -219.5 4.4 320000
33 30 -95.5466666667 -205.2 11.0 330000
34 29 -96.1172413793 -208.1 7.5 340000
35 32 -98.15 -223.3 7.9 350000
36 35 -83.0514285714 -211.9 9.0 360000
37 30 -109.136666667 -222.1 7.3 370000
38 30 -102.763333333 -218.9 -0.4 380000
39 30 -91.22 -224.5 7.7 390000
40 33 -79.3545454545 -227.9 6.8 400000
41 34 -79.1558823529 -206.0 13.1 410000
42 42 -63.9785714286 -218.6 10.1 420000
43 32 -93.471875 -219.0 4.5 430000
44 32 -86.178125 -212.5 3.4 440000
45 39 -62.7743589744 -223.0 6.7 450000
46 37 -69.3324324324 -233.4 10.2 460000
47 36 -70.075 -193.7 10.7 470000
48 37 -67.2648648649 -180.1 12.5 480000
49 36 -70.0111111111 -214.8 10.6 490000
50 38 -75.2657894737 -222.4 13.5 500000
51 39 -60.8512820513 -212.6 9.3 510000
52 40 -65.05 -215.7 11.7 520000
53 36 -70.9666666667 -194.9 12.4 530000
54 41 -60.5243902439 -220.9 11.3 540000
55 46 -44.2717391304 -245.9 12.5 550000
56 39 -75.958974359 -222.8 9.5 560000
57 41 -62.6902439024 -207.7 9.5 570000
58 34 -79.4088235294 -228.7 11.7 580000
59 38 -67.5263157895 -228.4 11.9 590000
60 38 -67.3368421053 -235.0 9.9 600000
61 40 -60.29 -220.9 10.0 610000
62 45 -51.6955555556 -217.6 13.8 620000
63 38 -83.6447368421 -229.2 9.1 630000
64 40 -61.6125 -223.5 9.5 640000
65 50 -43.588 -212.4 12.5 650000
66 36 -82.4694444444 -210.4 12.9 660000
67 41 -72.4317073171 -230.5 8.4 670000
68 40 -58.7025 -201.8 16.4 680000
69 43 -60.3720930233 -207.6 11.2 690000
70 45 -53.0777777778 -219.2 11.0 700000
71 44 -60.1863636364 -226.5 11.3 710000
72 43 -56.1511627907 -209.7 15.3 720000
73 47 -51.8893617021 -207.3 12.9 730000
74 45 -52.4444444444 -209.5 14.8 740000
75 41 -70.3756097561 -239.1 13.2 750000
76 48 -55.8958333333 -219.3 13.8 760000
77 43 -54.2604651163 -232.3 14.3 770000
78 40 -64.345 -214.5 13.0 780000
79 47 -52.6978723404 -222.4 13.7 790000
80 48 -50.0625 -222.9 10.7 800000
81 53 -47.4037735849 -239.2 13.6 810000
82 48 -56.0083333333 -235.8 10.6 820000
83 41 -62.6512195122 -208.6 10.7 830000
84 52 -46.8192307692 -220.1 10.7 840000
85 53 -39.9245283019 -224.0 13.1 850000
86 47 -49.8595744681 -231.9 12.5 860000
87 54 -50.1111111111 -237.0 10.7 870000
88 44 -57.1136363636 -229.1 14.3 880000
89 49 -51.7163265306 -212.1 13.5 890000
90 48 -47.8145833333 -195.9 12.5 900000
91 48 -53.1604166667 -233.3 14.6 910000
92 45 -54.5488888889 -200.5 11.3 920000
93 47 -53.2489361702 -235.1 13.7 930000
94 49 -50.9693877551 -220.4 13.9 940000
95 52 -48.7096153846 -219.6 14.4 950000
96 46 -57.7630434783 -238.4 10.5 960000
97 49 -49.2653061224 -240.8 10.3 970000
98 48 -51.6625 -226.6 10.8 980000
99 50 -39.24 -209.7 15.9 990000
100 39 -73.2948717949 -222.7 11.8 1000000
101 54 -41.1148148148 -226.3 12.3 1010000
102 53 -46.2301886792 -255.3 14.3 1020000
103 52 -39.7230769231 -224.6 12.8 1030000
104 57 -39.2771929825 -233.2 15.2 1040000
105 61 -33.8295081967 -210.6 16.1 1050000
106 51 -49.6529411765 -210.3 14.0 1060000
107 52 -43.6423076923 -209.3 13.6 1070000
108 53 -55.1113207547 -232.5 14.3 1080000
109 66 -27.5272727273 -223.6 14.3 1090000
110 71 -28.4070422535 -220.9 13.3 1100000
111 62 -36.1887096774 -238.2 13.2 1110000
112 54 -36.5425925926 -231.6 14.1 1120000
113 75 -24.0626666667 -234.2 16.5 1130000
114 59 -33.9813559322 -222.7 13.8 1140000
115 55 -44.5436363636 -238.0 13.4 1150000
116 62 -33.3064516129 -209.6 13.7 1160000
117 61 -39.0229508197 -231.1 13.7 1170000
118 54 -46.6018518519 -227.2 15.1 1180000
119 57 -33.7315789474 -209.1 13.2 1190000
120 62 -28.935483871 -211.3 15.2 1200000
121 59 -27.5949152542 -187.2 14.6 1210000
122 72 -23.8513888889 -207.6 16.0 1220000
123 59 -42.3728813559 -216.7 17.4 1230000
124 72 -25.3208333333 -223.3 14.0 1240000
125 69 -22.8362318841 -221.3 14.7 1250000
126 67 -25.8044776119 -217.1 13.9 1260000
127 67 -27.2537313433 -218.0 15.2 1270000
128 68 -25.0926470588 -213.3 14.3 1280000
129 60 -38.2066666667 -232.1 14.9 1290000
130 66 -25.5166666667 -218.3 16.1 1300000
131 68 -29.7132352941 -223.1 16.7 1310000
132 82 -18.3585365854 -242.1 15.5 1320000
133 64 -36.209375 -231.6 15.5 1330000
134 74 -19.6418918919 -210.6 16.2 1340000
135 63 -27.1142857143 -221.6 16.8 1350000
136 84 -15.2333333333 -257.8 15.1 1360000
137 66 -20.203030303 -184.7 15.4 1370000
138 65 -25.1861538462 -215.1 15.4 1380000
139 81 -18.8703703704 -220.0 15.9 1390000
140 82 -13.2146341463 -161.3 13.9 1400000
141 81 -18.6296296296 -216.0 15.6 1410000
142 77 -20.2792207792 -203.2 15.1 1420000
143 88 -15.3147727273 -231.6 14.8 1430000
144 80 -11.86125 -160.5 14.8 1440000
145 73 -19.1315068493 -223.6 16.2 1450000
146 65 -23.5246153846 -211.1 15.6 1460000
147 81 -13.6358024691 -180.9 16.8 1470000
148 79 -21.0063291139 -225.5 18.7 1480000
149 73 -21.8438356164 -218.3 14.5 1490000
150 87 -14.383908046 -176.4 16.9 1500000
151 104 -4.66730769231 -223.1 17.1 1510000
152 74 -24.3594594595 -221.9 16.2 1520000
153 103 -3.73786407767 -163.9 16.0 1530000
154 91 -8.12747252747 -173.1 19.4 1540000
155 82 -16.1768292683 -213.1 16.0 1550000
156 87 -5.79425287356 -132.8 14.4 1560000
157 95 -8.79894736842 -188.2 16.4 1570000
158 91 -10.0252747253 -201.2 16.6 1580000
159 97 -8.14742268041 -182.4 16.8 1590000
160 73 -16.8876712329 -158.6 15.0 1600000
161 91 -9.54505494505 -185.1 18.8 1610000
162 87 -12.424137931 -183.9 15.0 1620000
163 90 -11.6888888889 -224.2 18.1 1630000
164 111 -1.73333333333 -138.1 15.9 1640000
165 91 -4.22967032967 -84.8 15.1 1650000
166 86 -12.1534883721 -204.9 16.2 1660000
167 103 -5.86796116505 -204.9 15.9 1670000
168 103 -5.85825242718 -153.5 17.0 1680000
169 88 -8.71590909091 -179.3 15.7 1690000
170 91 -11.0065934066 -233.0 17.3 1700000
171 106 -5.02358490566 -192.3 18.4 1710000
172 110 -6.26181818182 -237.3 17.1 1720000
173 128 -0.5671875 -194.9 15.1 1730000
174 112 -1.37678571429 -114.9 17.2 1740000
175 124 -4.48709677419 -225.1 16.2 1750000
176 120 -2.10166666667 -220.9 16.2 1760000
177 115 -5.99565217391 -228.9 17.7 1770000
178 134 -0.676865671642 -186.7 17.1 1780000
179 125 -1.7336 -145.9 17.6 1790000
180 130 -0.518461538462 -215.8 16.1 1800000
181 131 1.81450381679 -117.2 17.7 1810000
182 142 2.93661971831 -136.1 17.5 1820000
183 112 -4.96071428571 -192.0 17.5 1830000
184 125 0.216 -184.5 18.1 1840000
185 129 -0.697674418605 -248.5 16.4 1850000
186 129 -2.58139534884 -203.0 18.6 1860000
187 141 1.18439716312 -212.5 17.3 1870000
188 169 4.64615384615 -199.5 17.3 1880000
189 190 6.97947368421 -129.2 17.2 1890000
190 153 2.08562091503 -178.9 17.6 1900000
191 196 7.24540816327 -216.7 17.7 1910000
192 177 5.00225988701 -198.6 17.4 1920000
193 193 7.39896373057 -177.7 16.0 1930000
194 136 -1.73529411765 -197.3 16.7 1940000
195 148 1.2472972973 -161.6 16.9 1950000
196 158 3.43987341772 -189.3 17.5 1960000
197 156 1.82307692308 -214.8 16.0 1970000
198 181 6.70497237569 -134.5 17.0 1980000
199 175 6.59828571429 -135.6 16.9 1990000
200 156 1.95897435897 -189.1 16.4 2000000
201 171 4.80994152047 -175.1 16.8 2010000
202 200 7.489 -171.0 17.7 2020000
203 199 6.96030150754 -215.1 18.9 2030000
204 177 4.21073446328 -221.4 18.2 2040000
205 219 9.04200913242 -193.6 16.8 2050000
206 189 7.24232804233 -130.0 17.0 2060000
207 205 8.22926829268 -90.6 16.6 2070000
208 229 9.19082969432 -194.4 17.8 2080000
209 209 7.54306220096 -219.7 16.0 2090000
210 192 6.85364583333 -187.8 17.5 2100000
211 243 8.25473251029 -223.1 16.5 2110000
212 249 9.60803212851 -208.6 16.9 2120000
213 228 8.12061403509 -209.5 18.2 2130000
214 233 9.24978540773 -100.4 17.8 2140000
215 219 7.33926940639 -172.7 16.3 2150000
216 238 9.14789915966 -215.0 17.3 2160000
217 224 7.39196428571 -243.1 17.0 2170000
218 232 7.65387931034 -189.1 17.0 2180000
219 210 7.85571428571 -139.0 16.6 2190000
220 227 9.48986784141 -140.2 19.0 2200000
221 234 10.1846153846 -63.4 16.7 2210000
222 242 8.43140495868 -202.3 16.8 2220000
223 243 9.8304526749 -123.1 17.6 2230000
224 278 10.4208633094 -113.6 17.6 2240000
225 253 9.35019762846 -177.8 16.4 2250000
226 254 10.2066929134 -222.7 18.4 2260000
227 262 11.127480916 -29.3 17.1 2270000
228 277 10.780866426 -84.3 17.9 2280000
229 255 9.72196078431 -228.2 17.8 2290000
230 216 8.22222222222 -224.4 16.9 2300000
231 250 10.646 -89.2 18.4 2310000
232 254 9.06692913386 -215.0 17.3 2320000
233 273 10.5542124542 -237.1 18.8 2330000
234 264 11.0867424242 -85.1 17.5 2340000

